(variables (p1state waiting served inside gone) (p2state waiting served inside gone) (p3state waiting served inside gone) (p4state waiting served inside gone) (floor f1 f2 f3 f4 f5 f6 f7 f8 f9 f10))
action elevup 0.1
	floor	(floor	(f1	(0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f2	(0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f3	(0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f4	(0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0))
			(f5	(0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0))
			(f6	(0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0))
			(f7	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0))
			(f8	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0))
			(f9	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0))
			(f10	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0)))
	p1state	(p1state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p2state	(p2state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p3state	(p3state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p4state	(p4state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
endaction
action elevdown
	floor	(floor	(f1	(1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f2	(1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f3	(0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f4	(0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f5	(0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f6	(0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0))
			(f7	(0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0))
			(f8	(0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0))
			(f9	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0))
			(f10	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0)))
	p1state	(p1state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p2state	(p2state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p3state	(p3state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
	p4state	(p4state	(waiting	(1.0	0.0	0.0	0.0))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(0.0	0.0	1.0	0.0)))
endaction
action elevstop
	floor	(floor	(f1	(1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f2	(0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f3	(0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f4	(0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0))
			(f5	(0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0))
			(f6	(0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0))
			(f7	(0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0))
			(f8	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0))
			(f9	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0))
			(f10	(0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0)))
	p1state	(p1state	(waiting	(floor	(f1	(1.0	0.0	0.0	0.0))
							(f2	(0.1	0.0	0.9	0.0))
							(f3	(1.0	0.0	0.0	0.0))
							(f4	(1.0	0.0	0.0	0.0))
							(f5	(1.0	0.0	0.0	0.0))
							(f6	(1.0	0.0	0.0	0.0))
							(f7	(1.0	0.0	0.0	0.0))
							(f8	(1.0	0.0	0.0	0.0))
							(f9	(1.0	0.0	0.0	0.0))
							(f10	(1.0	0.0	0.0	0.0))))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(floor	(f1	(0.0	0.0	1.0	0.0))
							(f2	(0.0	0.0	1.0	0.0))
							(f3	(0.0	0.0	1.0	0.0))
							(f4	(0.0	0.0	1.0	0.0))
							(f5	(0.0	0.9	0.1	0.0))
							(f6	(0.0	0.0	1.0	0.0))
							(f7	(0.0	0.0	1.0	0.0))
							(f8	(0.0	0.0	1.0	0.0))
							(f9	(0.0	0.0	1.0	0.0))
							(f10	(0.0	0.0	1.0	0.0)))))
	p2state	(p2state	(waiting	(floor	(f1	(0.1	0.0	0.9	0.0))
							(f2	(1.0	0.0	0.0	0.0))
							(f3	(1.0	0.0	0.0	0.0))
							(f4	(1.0	0.0	0.0	0.0))
							(f5	(1.0	0.0	0.0	0.0))
							(f6	(1.0	0.0	0.0	0.0))
							(f7	(1.0	0.0	0.0	0.0))
							(f8	(1.0	0.0	0.0	0.0))
							(f9	(1.0	0.0	0.0	0.0))
							(f10	(1.0	0.0	0.0	0.0))))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(floor	(f1	(0.0	0.0	1.0	0.0))
							(f2	(0.0	0.0	1.0	0.0))
							(f3	(0.0	0.0	1.0	0.0))
							(f4	(0.0	0.0	1.0	0.0))
							(f5	(0.0	0.0	1.0	0.0))
							(f6	(0.0	0.9	0.1	0.0))
							(f7	(0.0	0.0	1.0	0.0))
							(f8	(0.0	0.0	1.0	0.0))
							(f9	(0.0	0.0	1.0	0.0))
							(f10	(0.0	0.0	1.0	0.0)))))
	p3state	(p3state	(waiting	(floor	(f1	(1.0	0.0	0.0	0.0))
							(f2	(1.0	0.0	0.0	0.0))
							(f3	(1.0	0.0	0.0	0.0))
							(f4	(1.0	0.0	0.0	0.0))
							(f5	(1.0	0.0	0.0	0.0))
							(f6	(1.0	0.0	0.0	0.0))
							(f7	(1.0	0.0	0.0	0.0))
							(f8	(1.0	0.0	0.0	0.0))
							(f9	(0.1	0.0	0.9	0.0))
							(f10	(1.0	0.0	0.0	0.0))))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(floor	(f1	(0.0	0.0	1.0	0.0))
							(f2	(0.0	0.0	1.0	0.0))
							(f3	(0.0	0.0	1.0	0.0))
							(f4	(0.0	0.9	0.1	0.0))
							(f5	(0.0	0.0	1.0	0.0))
							(f6	(0.0	0.0	1.0	0.0))
							(f7	(0.0	0.0	1.0	0.0))
							(f8	(0.0	0.0	1.0	0.0))
							(f9	(0.0	0.0	1.0	0.0))
							(f10	(0.0	0.0	1.0	0.0)))))
	p4state	(p4state	(waiting	(floor	(f1	(1.0	0.0	0.0	0.0))
							(f2	(1.0	0.0	0.0	0.0))
							(f3	(1.0	0.0	0.0	0.0))
							(f4	(1.0	0.0	0.0	0.0))
							(f5	(1.0	0.0	0.0	0.0))
							(f6	(1.0	0.0	0.0	0.0))
							(f7	(0.1	0.0	0.9	0.0))
							(f8	(1.0	0.0	0.0	0.0))
							(f9	(1.0	0.0	0.0	0.0))
							(f10	(1.0	0.0	0.0	0.0))))
				(served		(0.0	0.0	0.0	1.0))
				(gone		(0.0	0.0	0.0	1.0))
				(inside		(floor	(f1	(0.0	0.0	1.0	0.0))
							(f2	(0.0	0.0	1.0	0.0))
							(f3	(0.0	0.0	1.0	0.0))
							(f4	(0.0	0.0	1.0	0.0))
							(f5	(0.0	0.0	1.0	0.0))
							(f6	(0.0	0.9	0.1	0.0))
							(f7	(0.0	0.0	1.0	0.0))
							(f8	(0.0	0.0	1.0	0.0))
							(f9	(0.0	0.0	1.0	0.0))
							(f10	(0.0	0.0	1.0	0.0)))))
endaction
reward	[+	(p1state	(waiting	(0.0))
				(served		(1.0))
				(gone		(0.0))
				(inside		(0.0)))
	(p2state	(waiting	(0.0))
				(served		(1.0))
				(gone		(0.0))
				(inside		(0.0)))
	(p3state	(waiting	(0.0))
				(served		(1.0))
				(gone		(0.0))
				(inside		(0.0)))
	(p4state	(waiting	(0.0))
				(served		(1.0))
				(gone		(0.0))
				(inside		(0.0)))]
discount 0.9
tolerance 0.01


	
